tag,stem.tag,sp,quadrat,status.initial,status.2016,dbh
101896,101896,tsugca,1024,A,A,4.4
101897,101897,tsugca,1024,D,D,15.6
101898,101898,tsugca,1024,A,D,14.8
101899,101899,tsugca,1024,A,A,35.9
101900,101900,tsugca,1024,A,A,60.2
101901,101901,querru,1024,A,A,42.1
101902,101902,tsugca,1024,A,A,7.7
101903,101903,tsugca,1024,A,A,19.3
101904,101904,tsugca,1024,A,D,11
101904,101905,tsugca,1024,A,A,2.4
101906,101906,tsugca,1024,D,D,20.5
101907,101907,tsugca,1024,D,D,13.1
101908,101908,acerru,1024,D,D,11.9
101909,101909,tsugca,1024,A,A,35.5
101910,101910,tsugca,1024,A,A,25.5
101911,101911,tsugca,1024,A,A,8.5
101912,101912,tsugca,1024,A,A,18.9
101913,101913,tsugca,1024,A,A,33.6
101914,101914,tsugca,1024,A,A,9.5
101914,101915,tsugca,1024,A,A,2
101914,101916,tsugca,1024,A,A,1.2
101917,101917,querru,1024,A,A,30.4
101918,101918,tsugca,1024,A,A,16.6
101919,101919,tsugca,1024,A,A,26.9
101920,101920,acerru,1024,A,A,19.2
101921,101921,tsugca,1024,A,A,23
101921,101922,tsugca,1024,A,A,16
101923,101923,tsugca,1024,A,A,12.5
101924,101924,tsugca,1024,A,A,38.2
101925,101925,acerru,1024,A,A,18.4
101926,101926,querru,1024,D,D,16.1
101927,101927,tsugca,1024,A,A,29.8
101928,101928,tsugca,1024,A,A,3.1
101929,101929,acerru,1024,A,O,16.9
101930,101930,tsugca,1025,D,D,8.3
101931,101931,tsugca,1025,D,D,7
101932,101932,tsugca,1025,A,A,1
101933,101933,querru,1025,A,A,32.6
101934,101934,tsugca,1025,A,A,4.6
101935,101935,acerru,1025,D,D,16.4
101936,101936,tsugca,1025,A,A,26.2
101937,101937,tsugca,1025,A,A,7.7
101938,101938,tsugca,1025,D,D,13.9
101939,101939,acerru,1025,A,A,21.6
101940,101940,tsugca,1025,A,A,3.3
101941,101941,querru,1025,A,A,33.9
101942,101942,tsugca,1025,A,A,1.4
101943,101943,tsugca,1025,A,A,2.1
101944,101944,tsugca,1025,A,A,2.2
101945,101945,tsugca,1025,A,A,1.7
101946,101946,tsugca,1025,A,A,5.1
101946,101947,tsugca,1025,A,A,1.6
101948,101948,tsugca,1025,A,A,1.6
101949,101949,tsugca,1025,A,A,1.3
101950,101950,tsugca,1025,A,A,1.2
101951,101951,tsugca,1025,A,A,1.3
101952,101952,tsugca,1025,A,A,3.9
101953,101953,tsugca,1025,A,A,2.1
101954,101954,tsugca,1025,A,A,27.7
101955,101955,tsugca,1025,A,A,3.1
101956,101956,tsugca,1025,A,A,42.8
101957,101957,tsugca,1025,A,A,2.8
101958,101958,tsugca,1025,A,A,1.2
101959,101959,tsugca,1025,A,A,1.3
101960,101960,tsugca,1025,A,A,1.4
101961,101961,tsugca,1025,A,A,1.1
101962,101962,tsugca,1025,A,A,1.8
101963,101963,tsugca,1025,A,A,1.6
101964,101964,tsugca,1025,A,A,1.9
101965,101965,tsugca,1025,A,A,1.8
101966,101966,tsugca,1025,A,A,1.5
101967,101967,kalmla,1025,A,A,3.2
101967,101968,kalmla,1025,A,A,2.5
101969,101969,tsugca,1025,A,A,2.1
101970,101970,tsugca,1025,A,A,1.1
101971,101971,tsugca,1025,A,A,2
101972,101972,fagugr,1025,A,A,1.1
101973,101973,castde,1025,A,A,1.1
101974,101974,tsugca,1025,A,A,19.9
101975,101975,tsugca,1025,A,A,7.2
101975,101976,tsugca,1025,A,A,3.4
101977,101977,tsugca,1025,A,A,32.9
101978,101978,querru,1025,A,A,42.8
101979,101979,tsugca,1025,A,A,3.3
101980,101980,tsugca,1025,A,A,1.9
101981,101981,tsugca,1025,A,D,1.2
101982,101982,tsugca,1025,A,A,2.3
101983,101983,tsugca,1025,A,A,1.7
101983,101984,tsugca,1025,A,A,1
101985,101985,tsugca,1025,A,A,2.8
101986,101986,tsugca,1025,A,A,2.1
101987,101987,tsugca,1025,A,A,1
101988,101988,tsugca,1025,A,A,2.2
101989,101989,tsugca,1025,A,A,3.9
101990,101990,tsugca,1025,A,A,1.3
101991,101991,tsugca,1025,A,A,2.9
101992,101992,tsugca,1025,A,A,2.2
101993,101993,tsugca,1025,A,A,1.4
101994,101994,tsugca,1025,A,A,1.1
101995,101995,tsugca,1025,A,A,1.7
101996,101996,tsugca,1025,A,A,1.9
101997,101997,tsugca,1025,A,A,1.8
101998,101998,tsugca,1025,A,A,1.4
101999,101999,tsugca,1025,A,A,1.2
102000,102000,tsugca,1025,A,A,1.1
102001,102001,tsugca,1025,A,A,50.5
102002,102002,tsugca,1025,A,A,29.5
102003,102003,tsugca,1025,A,A,6.3
102003,102004,tsugca,1025,A,A,5.9
102005,102005,tsugca,1025,A,A,18.2
102006,102006,tsugca,1025,A,A,58.9
102007,102007,tsugca,1025,A,A,1.4
102007,102008,tsugca,1025,A,A,1
102009,102009,tsugca,1025,A,A,2.3
102010,102010,tsugca,1025,A,A,2.5
102011,102011,tsugca,1025,A,A,1.9
102012,102012,tsugca,1025,A,A,2.9
102013,102013,tsugca,1025,A,A,1.2
102014,102014,tsugca,1025,A,A,2.5
102015,102015,tsugca,1025,A,A,1.5
102016,102016,tsugca,1025,A,A,3.3
102017,102017,tsugca,1025,A,A,1.4
102018,102018,tsugca,1025,A,A,1.2
102019,102019,tsugca,1025,A,A,1.6
102020,102020,tsugca,1025,A,A,1.7
102021,102021,tsugca,1025,A,A,1.5
102021,102022,tsugca,1025,A,A,1
102023,102023,tsugca,1025,A,A,1.1
102024,102024,tsugca,1025,A,A,2.7
102025,102025,tsugca,1025,A,A,1.1
102025,102026,tsugca,1025,A,A,1
102027,102027,tsugca,1025,A,A,3.9
102028,102028,tsugca,1025,A,A,1.1
102029,102029,tsugca,1025,A,A,2.1
102030,102030,tsugca,1025,A,A,1.6
102031,102031,tsugca,1025,A,A,23.2
102032,102032,tsugca,1025,A,A,2.6
102033,102033,tsugca,1025,A,A,3.4
102034,102034,tsugca,1025,A,A,3.6
102035,102035,tsugca,1025,A,A,1.5
102036,102036,tsugca,1025,A,A,1.3
102037,102037,tsugca,1025,A,A,3.4
102038,102038,tsugca,1025,A,A,2.2
102038,102039,tsugca,1025,A,A,1.5
102040,102040,acerru,1025,A,A,17.1
102041,102041,tsugca,1025,A,D,14.6
102042,102042,tsugca,1025,A,A,50.5
102042,102043,tsugca,1025,A,D,11
102044,102044,tsugca,1025,A,A,1
102045,102045,tsugca,1025,A,A,21
102046,102046,tsugca,1025,A,A,23
102047,102047,tsugca,1025,A,A,17.1
102048,102048,tsugca,1025,A,A,29.5
102049,102049,betual,1025,A,A,10.2
102050,102050,querru,1025,A,A,24.2
102051,102051,tsugca,1025,A,A,21.4
102052,102052,tsugca,1025,A,D,13.1
102053,102053,tsugca,1025,D,D,11
102054,102054,acerru,1025,A,A,27.6
102055,102055,tsugca,1025,A,A,24.7
